name,description,logo,product_types,sectors,city,website,hashtags,total_funding
SmartCo,Fournisseur de logiciels de gestion de données d'entreprise,https://upload.prd.hbd.cloud.bpifrance.fr/d1cf038d-07b6-48e9-a5b9-379be91ddd90,"['Finance', 'Finance / Administration', 'Fin Tech', 'B2B', '', '', '']","['Finance', 'Finance / Administration', 'Fin Tech', 'B2B', '', '', '']",,http://smartco.com/,[],
ARMELIO,"Armélio relève avec vous vos défis autour de la réduction des coûts d'innovation, de développement et d'industrialisation de vos produits.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/064c476f-3cc3-4347-a7ca-1a08d5073901,"['Île-De-France', 'Essonne', 'Les Ulis']","['Île-De-France', 'Essonne', 'Les Ulis']",Les Ulis,https://www.armelio.net/,[],
Ceritherm,"Fours tunnels et fours alvéolaires, autrement appelés fours discontinus, pour la cuisson ou les traitements thermiques de produits industriels",https://upload.prd.hbd.cloud.bpifrance.fr/83205380-a6b9-49b8-989b-bb7c969fc9d1,"['Physique / Hardware', 'Santé', '', '']","['Physique / Hardware', 'Santé', '', '']",,http://ceritherm.org/,[],
The Sandaya Group,Groupe français d'hébergement de plein air,https://upload.prd.hbd.cloud.bpifrance.fr/ef3d3d71-8e17-44d0-8a18-302357b3d20f,"['Voyage', 'B2B', 'Clapiers']","['Voyage', 'B2B', 'Clapiers']",Clapiers,http://sandaya.co.uk/,[],
FreelanceRepublik,"FreelanceRepublik: plateforme de sélection de développeurs, chefs de projet et consultants freelances disponibles pour des missions longues et de qualité",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/2916953a-71f6-4c4b-bf7c-fd3ee4a2a2ec,"['Île-De-France', 'Hauts-De-Seine', '']","['Île-De-France', 'Hauts-De-Seine', '']",,https://www.freelancerepublik.com/,[],
What the Shop,"What the Shop propose une solution dédiée aux lieux physiques permettant d'améliorer leur performance : la performance média (drive to store), la performance commerciale (analytics) ainsi que la performance client (kiosque).",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/41b8049d-90e5-4fdb-8dc2-19cc1ca3cf49,"['Marketing / Communication', 'Vente / Service Client', 'Martech /Adtech /Salestech', 'B2B', 'B2C', '', '', '', '', '']","['Marketing / Communication', 'Vente / Service Client', 'Martech /Adtech /Salestech', 'B2B', 'B2C', '', '', '', '', '']",,,[],
SlimCut powered by Telaria,Technologie publicitaire pour les éditeurs,https://upload.prd.hbd.cloud.bpifrance.fr/9f2ba20a-5539-472e-a342-956a3c8f919f,"['Marketing / Communication', 'Vente / Service Client', 'Martech /Adtech /Salestech', 'B2B', 'Île-De-France', '', '']","['Marketing / Communication', 'Vente / Service Client', 'Martech /Adtech /Salestech', 'B2B', 'Île-De-France', '', '']",,http://slimcut.com/,[],
HUMELAB,"Humelab Factory fabrique sur mesure, à la demande de sa clientèle et à son effigie, des supports de communication digitale Indoor et Outdoor (tables, totems, bornes, pupitres tactiles, etc.). Ces mobiliers sont destinés au marché de l'affichage dynamique et de l'interactivité tous secteurs confondus.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/baf7b20b-55da-41f1-a10f-71f448e6f9a7,"['IoT / Electronique', 'B2C', '', '', '']","['IoT / Electronique', 'B2C', '', '', '']",,https://www.humelab.com/fr,[],
FORMALIZI,Vous créez ou modifiez votre entreprise ? Formalizi s'occupe de toutes vos formalités juridiques à partir de 60€. Concentrez-vous sur l'essentiel.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/19fa400a-fa69-4830-947e-adfd6620d00d,"['Transport / Logistique', 'Logistique / Opérations', 'Ressources Humaines', '', '', '', '', '', '', '', '', '']","['Transport / Logistique', 'Logistique / Opérations', 'Ressources Humaines', '', '', '', '', '', '', '', '', '']",,https://formalizi.fr/,[],
OKINA,Entreprise spécialisée dans les technologies de l'information et de la communication pour le secteur du transport de personnes,https://upload.prd.hbd.cloud.bpifrance.fr/65540c23-bf5e-429b-a21b-ef7db25119d2,"['Software', 'Transport / Logistique', '', '', '', '', '', '']","['Software', 'Transport / Logistique', '', '', '', '', '', '']",,http://okina.fr/,[],
Mooveo,Mooveo permet à des salariés de grands groupes de partir en mission apprenante au sein des plus belles Start-up !,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/a1af27ef-11d4-4fdb-8b3e-7f336882a756,"['Île-De-France', 'Paris', 'Paris']","['Île-De-France', 'Paris', 'Paris']",Paris,https://www.mooveo.co/,[],
IONENERGY,Propose des solutions pour la gestion du stockage électrochimique et garantit la pérennité et la disponibilité des équipements aux meilleurs coûts,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/2c71eef8-c7bd-4fa7-83b6-31cb36e6c50b,"['Energie / Utilities', 'Deeptech', '', '']","['Energie / Utilities', 'Deeptech', '', '']",,http://freemens.fr/,[],
Glagla International,Glaglashoes : Les premières chaussures ventilées et connectées au monde,https://upload.prd.hbd.cloud.bpifrance.fr/e4a5ecd8-36d3-405a-b1d6-b3761ea69efe,"['Retail / E-Commerce', 'B2B', 'Grand Est', 'Meurthe-Et-Moselle', '']","['Retail / E-Commerce', 'B2B', 'Grand Est', 'Meurthe-Et-Moselle', '']",,http://glaglashoes.com/,[],
Sensego,Saas Mobile artificial Intelligence,https://upload.prd.hbd.cloud.bpifrance.fr/46dbdd13-3c11-4752-aa59-8968cb8c7988,"['Software', 'IT / Digital', 'Marketing / Communication', 'B2B', 'Île-De-France', '', '']","['Software', 'IT / Digital', 'Marketing / Communication', 'B2B', 'Île-De-France', '', '']",,https://www.sensego.fr/,[],
SYLink Technologie,"A secure, connected life with SYLink",https://upload.prd.hbd.cloud.bpifrance.fr/66e4c679-cc5e-4ff0-a5f8-74a03c8eaecb,"['Sécurité / Défense', 'IT / Digital', '', '', '', '']","['Sécurité / Défense', 'IT / Digital', '', '', '', '']",,,[],
Exaprobe,Entreprise qui conçoit et supporte des systèmes informatiques pour les entreprises,https://upload.prd.hbd.cloud.bpifrance.fr/32f25ceb-5c6d-4c8a-b32d-1039486b8cfe,"['Sécurité / Défense', 'IT / Digital', 'B2B', '']","['Sécurité / Défense', 'IT / Digital', 'B2B', '']",,http://exaprobe.com/,[],
DATAIMAI,Logiciel en ligne pour analyser les schémas de réplication de l'ADN dans les images.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/ba9d1919-5724-4305-bfde-00304b74c0e2,"['Île-De-France', 'Val-De-Marne', ""L'Hay-Les-Roses""]","['Île-De-France', 'Val-De-Marne', ""L'Hay-Les-Roses""]",L'Hay-Les-Roses,https://www.dataimai.com/,[],
KURANDA LABS,Kuranda créé une nouvelle façon de stocker et sécuriser les données des applications de santé.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b29ed3e2-f505-426c-b0f9-4535259a3cbc,"['Juridique', 'Legaltech', 'Île-De-France', 'Paris', '']","['Juridique', 'Legaltech', 'Île-De-France', 'Paris', '']",,https://kurandalabs.com/,[],
SOGGE,"SOGGE est une solution de gestion des approvisionnements pour les groupes et franchises de café, hôtel et restaurant.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/409a9e6f-9ba6-4cd7-8e6c-244e14ae49cb,"[""Provence-Alpes-Côte D'Azur"", 'Bouches-Du-Rhône', 'Carry Le Rouet']","[""Provence-Alpes-Côte D'Azur"", 'Bouches-Du-Rhône', 'Carry Le Rouet']",Carry Le Rouet,https://www.sogge.fr/,[],
WINO TECHNOLOGIES,"Chez Wino, nous croyons à un commerce de proximité global qui allie canaux de vente online et physique. Notre plateforme tout-en-un, dédiée aux commerces locaux, est construite sur 3 piliers : la gestion du point de vente, le pilotage des activités et l’augmentation du potentiel business via la connexion à des services internes et tiers. Nous démocratisons ainsi l’accès aux technologies face aux grands retailers ou mastodontes digitaux riches d’outils et ressources.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/8d72654d-0804-402f-a452-ea32b2e6c8c7,"['Software', 'Alimentaire', '', '', '', '', '', '', '']","['Software', 'Alimentaire', '', '', '', '', '', '', '']",,https://wino.fr/,[],
Myrissi,Traducteur sensoriel intelligent dédié au développement de produits parfumés,https://upload.prd.hbd.cloud.bpifrance.fr/f8814490-6c7f-4228-9a02-3893f5468362,"['Software', 'Marketing / Communication', 'Vente / Service Client', 'IA / Big Data', 'Martech /Adtech /Salestech', 'B2B', '']","['Software', 'Marketing / Communication', 'Vente / Service Client', 'IA / Big Data', 'Martech /Adtech /Salestech', 'B2B', '']",,http://myrissi.fr/,[],
POCRAME,"POCRAMé valorise l’expertise de l’IHU Méditerranée Infection dans le diagnostic microbiologique personnalisé de proximité et la prévention des infections. POCRAMé a inventé le diagnostic biologique rapide en milieu isolé , conçoit,développe et commercialise une gamme de produits innovants pour accéder à de nouveaux marchés dont l’international.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/106307c6-fbe4-45e0-bcdd-c29125f481fd,"['Physique / Hardware', 'Santé', '', '', '', '', '', '']","['Physique / Hardware', 'Santé', '', '', '', '', '', '']",,,[],
Go4ioT,Développe l'usage professionnel des objets connectés et se développe autour de deux activités principales,https://upload.prd.hbd.cloud.bpifrance.fr/1d8a1f4b-cd41-4e79-8c8a-dd73d53eb452,"['Transport / Logistique', 'Logistique / Opérations', 'Production / Maintenance', '', '', '', '', '', '']","['Transport / Logistique', 'Logistique / Opérations', 'Production / Maintenance', '', '', '', '', '', '']",,http://go4iot.fr/,[],
Ecojoko,Ecojoko est un assistant connecté pour lutter contre le gaspillage d'électricité à la maison.,https://upload.prd.hbd.cloud.bpifrance.fr/42799ba7-fbd4-4f5b-83a4-3f94726e173b,"['Software', 'Energie / Utilities', '', '', '', '', '', '', '']","['Software', 'Energie / Utilities', '', '', '', '', '', '', '']",,http://ecojoko.com/,[],
ATLANGRAM,Atlantic group research on anti-microbials,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/94c05f73-80f2-4133-b6f0-083b8f237b25,"['Physique / Hardware', 'Santé', 'Deeptech', 'Health Tech / Medtech', 'B2B', '', '', '', '']","['Physique / Hardware', 'Santé', 'Deeptech', 'Health Tech / Medtech', 'B2B', '', '', '', '']",,,[],
SkyVisor,0,https://upload.prd.hbd.cloud.bpifrance.fr/55de593a-ffd4-4bac-9685-252f4aa636d5,"['Software', 'Industrie', 'Transport / Logistique', '', '', '', '', '', '', '', '', '']","['Software', 'Industrie', 'Transport / Logistique', '', '', '', '', '', '', '', '', '']",,http://www.skyvisor.fr/,[],
Selvitys Sondage,"Selvitys est une agence de sondage en ligne. Notre mission est d'accompagner les entreprises à anticiper les futurs besoins et enjeux de leur secteur de marché. Pour ce faire, nous proposons la solution la plus rapide du marché en vous proposant de réaliser des enquêtes marketing permettant d'interroger une cible bien précise via la transmission d'un questionnaire en ligne et de collecter des informations essentielles à votre étude tout cela en moins de 10 jours.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/c3024189-04a2-4a6b-9150-c02bb56a96bd,"['', '', '', '', '']","['', '', '', '', '']",,https://selvitys.fr/,[],
Ecotropy,Digital technology and measurement at the service of energy sobriety,https://upload.prd.hbd.cloud.bpifrance.fr/bd7f9121-354e-4530-ae09-9d878c27e637,"['Software', 'Energie / Utilities', 'Transport / Logistique', '', '', '', '']","['Software', 'Energie / Utilities', 'Transport / Logistique', '', '', '', '']",,http://ecotropy.fr/,[],
EQUALLY WORK,La plateforme de notation des entreprises par les salarié.e.s sous le prisme des discriminations. Partagez votre expérience et accédez aux notes des entreprises.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/24b8e94e-56c1-4584-a2bf-280070a0a99f,"['Île-De-France', 'Paris', '']","['Île-De-France', 'Paris', '']",,https://www.equallywork.com/,[],
FOIL AND CO,"Foil And Co met à votre disposition un équipe d’architectes navals, ingénieurs spécialisés en conception 3D, pour vous accompagner dans le développement et la mise au point de vos produits.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/bf38e2a9-4c48-4d2d-a469-7a5dad957d96,"['Bretagne', 'Finistère', 'Le Trehou']","['Bretagne', 'Finistère', 'Le Trehou']",Le Trehou,https://foilandco.com/,[],
INNOECO,INNOECO,https://upload.prd.hbd.cloud.bpifrance.fr/71ac03e9-8add-41f9-9635-7b53464321a3,"['B2B', 'Orsay']","['B2B', 'Orsay']",Orsay,http://www.innoeco.fr/,[],
AMBIOTIS,"Ambiotis est la première CRO mondiale spécialiste du processus de résolution de l'inflammation. Elle propose des services adaptés aux industries pharmaceutique, dermo-cosmétique, agroalimentaire / nutraceutique pour évaluer le potentiel de leurs molécules aux stades de développement précliniques ou cliniques. La société les aide ainsi à mettre plus rapidement sur le marché des composés toujours plus performants et innovants.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/af0a986b-5a3e-4ef3-ba08-1d6efc31d9d4,"['Occitanie', 'Haute-Garonne', '']","['Occitanie', 'Haute-Garonne', '']",,https://www.ambiotis.com/en/,[],
Gloria,Notre mission est d'aider les entreprises à promouvoir l’égalité femmes-hommes et à développer leurs talents féminins.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/87ae2c26-80ab-439c-ba7a-79253941f503,"['B2B', 'Paris', '']","['B2B', 'Paris', '']",Paris,https://www.gloriacommunity.com/entreprises,[],
SEDAPTA OSYS,"Editeur de logiciels informatiques pour la Supply Chain : S&OP, MES, MOM, GMAO. Smart Manufacturing Made Easy.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/4127b486-84a3-4ead-9f55-d4269cb2fd78,"['Physique / Hardware', 'Pays De La Loire', '', '']","['Physique / Hardware', 'Pays De La Loire', '', '']",,https://www.sedapta.com/fr,[],
Instavox,"COMMUNIQUEZ INSTANTANÉMENT ET SIMULTANÉMENT AVEC TOUS LES MEMBRES DE VOTRE ÉQUIPE.

Application Push-to-Talk :
-Couverture illimitée
-Appel de groupe, appel d’urgence, appel prioritaire, messagerie, localisation GPS, station de dispatch, …
-Smartphones et accessoires spécialisés
-Abonnement opérateur
-Accompagnement personnalisé pour l’installation et le paramétrage de l’application",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/dcc4eefb-6148-4c99-be59-ec20afabade1,"['B2B', 'Saas', '', '', '', '', '', '']","['B2B', 'Saas', '', '', '', '', '', '']",,https://www.instavox.fr/,[],
Vitavinum,"Specializes in the analysis of vitivinicultural, sensory and wine marketing data, creates digital solutions to help consumers choose their wine, to support distributors in developing their range and to strengthen producers' communication",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/5d30f2ba-eb1e-4143-946b-50799289b002,"['Alimentaire', 'Marketing / Communication', 'Vente / Service Client', '', '', '', '', '', '', '', '', '']","['Alimentaire', 'Marketing / Communication', 'Vente / Service Client', '', '', '', '', '', '', '', '', '']",,,[],
Selectra,Leader de l'information en ligne sur les services publics pour les particuliers et les PME,https://upload.prd.hbd.cloud.bpifrance.fr/4941b4b7-9f25-4661-b2d5-5d6318bfe073,"['Energie / Utilities', 'Telecommunications', 'E-Commerce', 'MarketPlace', 'B2B', '']","['Energie / Utilities', 'Telecommunications', 'E-Commerce', 'MarketPlace', 'B2B', '']",,https://selectra.info/,[],
MAP-PATHO,"MAP-Patho c'est l'optimisation du parcours de soin grâce à l'IA.
#IAforGOOD",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/10ba5575-f853-451f-a71c-d427874bf553,"['Santé', 'Health Tech / Medtech', 'B2B', 'Île-De-France', '', '']","['Santé', 'Health Tech / Medtech', 'B2B', 'Île-De-France', '', '']",,,[],
belive.ai,"Belive.ai propose des solutions SaaS basées sur une véritable IA, destinées notamment à l'optimisation des opérations en magasin, du merchandising et de l'expérience d'achat. Notre solution phare liveshop.ai traite en temps réel la rupture, la conformité du planogramme, la présence d'étiquette, le rangement, les zones chaudes du rayon, le A/B testing d'implantation et le suivi de la performance des équipes. 

Nos solutions apportent un ROI immédiat et sont faciles à déployer.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/517e98f8-db1d-47f6-8c46-b3ca95996b4c,"['Software', 'Marketing / Communication', 'Vente / Service Client', '', '', '', '', '', '', '', '', '', '', '']","['Software', 'Marketing / Communication', 'Vente / Service Client', '', '', '', '', '', '', '', '', '', '', '']",,,[],
Breizh Funding,Financement participatif,https://upload.prd.hbd.cloud.bpifrance.fr/a67499fa-ad35-482a-b8bb-23f8a1db2391,"['B2B', 'Bretagne', 'Ille-Et-Vilaine', 'Rennes']","['B2B', 'Bretagne', 'Ille-Et-Vilaine', 'Rennes']",Rennes,https://breizhfunding.bzh/,[],
TICTALES,"Tictales - de belles histoires, de vrais sentiments",https://upload.prd.hbd.cloud.bpifrance.fr/b93e4e17-aaf5-4926-b24f-1a687403d13d,"['Loisirs', 'B2B', 'Île-De-France', 'Paris', '']","['Loisirs', 'B2B', 'Île-De-France', 'Paris', '']",,http://tictales.com/,[],
Loansquare,Fournir aux institutions financières et aux entreprises les bonnes solutions pour financer en toute sécurité l'économie de demain de manière intelligente et durable,https://upload.prd.hbd.cloud.bpifrance.fr/7688e854-d51d-4537-a68b-d0a108d2b023,"['Finance', 'Finance / Administration', '', '', '', '', '']","['Finance', 'Finance / Administration', '', '', '', '', '']",,https://www.loansquare.com/,[],
60mn,60mn | La passion de l'expérience client,https://upload.prd.hbd.cloud.bpifrance.fr/278c24b6-e9bb-4a05-8e1d-667ecef55f12,"['Transport / Logistique', 'Logistique / Opérations', 'Marketing / Communication', 'Vente / Service Client', 'Martech /Adtech /Salestech', 'B2B', '']","['Transport / Logistique', 'Logistique / Opérations', 'Marketing / Communication', 'Vente / Service Client', 'Martech /Adtech /Salestech', 'B2B', '']",,http://60mn.com/,[],
Signitic,Centralisez les signatures e-mail de votre entreprise. Amplifiez votre communication grâce aux signatures e-mail de vos collaborateurs.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/cbdc9d6a-ad40-4487-8da1-87aa176acc7e,"['Marketing / Communication', 'Martech /Adtech /Salestech', 'B2B', 'Saas', '', '', '', '']","['Marketing / Communication', 'Martech /Adtech /Salestech', 'B2B', 'Saas', '', '', '', '']",,,[],
WeatherForce,"Weather Force propose des solutions d’intelligence météorologique pour aider les entreprises locales et internationales à prendre des décisions éclairées partout dans le monde. Notre plateforme agrège des données globales (images satellites, bases de données mondiales...) transposées dans un contexte géographique local (capteurs IoT, stations locales, expertise terrain) et interprétées au regard de données métier pour fournir à ses clients des indicateurs précis, personnalisés et fiables",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/e89682bb-e9d4-42dc-b70d-9f7e89b7d7d3,"['', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '']",,,[],
GENOSKIN,"Genoskin propose des alternatives high-tech aux essais sur les animaux en collectant de la peau humaine donnée après chirurgie pour créer des modèles de peau pertinents pour les laboratoires chimiques, pharmaceutiques et cosmétiques.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/ebdd8844-4aa0-4e75-bb37-909708402dd5,"['Physique / Hardware', '', '', '', '', '', '', '', '', '', '']","['Physique / Hardware', '', '', '', '', '', '', '', '', '', '']",,,[],
MyTeleworker,MyTeleworker - Créer du lien avec les startups,https://upload.prd.hbd.cloud.bpifrance.fr/260611e4-7ddd-4c9a-b480-7f351b5b2dac,"['Loisirs', 'B2B', 'Toulouse']","['Loisirs', 'B2B', 'Toulouse']",Toulouse,http://www.myteleworker.com/,[],
My Pharma Company,My Pharma Company - financement participatif dédié à la santé – Crowdfunding - Royaltie plateforme de financement participatif,https://upload.prd.hbd.cloud.bpifrance.fr/62c8139b-5463-4111-b376-9dc553a76fc8,"['Finance', 'Finance / Administration', '', '', '']","['Finance', 'Finance / Administration', '', '', '']",,http://mypharmacompany.com/,[],
WHILE ZERO,"LED Skipper (by While Zero) est une solution plug & play de contrôleur LED en art génératif qui permet aux designers et architectes de déployer des projets à base de LED à grande échelle avec un effet ""écran géant"" très percutant, sans efforts ni besoin d'une fabrication ou d'un développement sur-mesure.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/200c8d9b-bbe0-4636-9475-2f6c49295227,"['Physique / Hardware', 'Contruction / BTP', 'Immobilier', '', '', '', '']","['Physique / Hardware', 'Contruction / BTP', 'Immobilier', '', '', '', '']",,https://www.whilezero.fr/,[],
Voodootix,Reward marketing api platform,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/0f9d93ee-ae4a-41e6-885a-d9eb0ea01f59,"['Marketing / Communication', 'Vente / Service Client', 'Application Mobile', 'IA / Big Data', 'Martech /Adtech /Salestech', 'B2B', 'Saas', 'Île-De-France', '', '', '']","['Marketing / Communication', 'Vente / Service Client', 'Application Mobile', 'IA / Big Data', 'Martech /Adtech /Salestech', 'B2B', 'Saas', 'Île-De-France', '', '', '']",,,[],
SuperConnectr,Application de networking et d'animation des communautés et réseaux professionnels,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/b12d1221-daba-4449-8948-1f7dc0b0af91,"['Software', 'Loisirs', 'Marketing / Communication', 'Ressources Humaines', 'Vente / Service Client', 'Deeptech', 'Digital Workplace', 'Martech /Adtech /Salestech', '', '', '', '', '']","['Software', 'Loisirs', 'Marketing / Communication', 'Ressources Humaines', 'Vente / Service Client', 'Deeptech', 'Digital Workplace', 'Martech /Adtech /Salestech', '', '', '', '', '']",,,[],
Moabi,"Designing, developing and delivering solutions for better product and supply chain cybersecurity",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/5d9eb4e8-961a-4bdb-9afc-41a2f21981c7,"['Software', 'Sécurité / Défense', '', '', '', '', '', '', '', '', '', '']","['Software', 'Sécurité / Défense', '', '', '', '', '', '', '', '', '', '']",,https://moabi.com/,[],
ulyss.co,Vous êtes employeur ? Vous prônez la transparence et êtes conscients que cela est bénéfique pour vos candidats et vos collaborateurs ? Découvrez notre solution employeur pour améliorer votre attractivité talents.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/e5e7db3c-c7bb-40c2-91aa-4296d9990004,"[""Provence-Alpes-Côte D'Azur"", 'Bouches-Du-Rhône', '']","[""Provence-Alpes-Côte D'Azur"", 'Bouches-Du-Rhône', '']",,https://www.ulyss.co/,[],
EYES'R,"Devenez le préventeur de demain, avec l'aide d'un assistant digital de prévention des risques professionnels. Soyez notifié dès l'apparition d'une situation à risques, pour agir sur cette situation, piloter vos indicateurs, sonder et former vos collaborateurs sur le terrain.",https://upload.prd.hbd.cloud.bpifrance.fr/231b8426-75ce-498f-b9f1-c725b8bdaaae,"['', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '']",,,[],
Too smart,"TooSmart rend accessible la digitalisation de votre organisation, accélérant ainsi sa transformation et sa performance",https://upload.prd.hbd.cloud.bpifrance.fr/5579ef11-8a97-4619-a8c6-f06ad1f7d9b9,"['Software', 'Loisirs', 'Transport / Logistique', '', '', '', '', '', '', '', '']","['Software', 'Loisirs', 'Transport / Logistique', '', '', '', '', '', '', '', '']",,https://www.toosmart.io/,[],
Caerostris,"CAEROSTRIS est une société française qui a conçu et développé un nouveau matériau de construction, doublé d'un système constructif simple, performant et circulaire.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/68cf52ce-853d-4360-a18e-ae8ac226f504,[],[],,https://caerostris.fr/,[],
Clearwage,"Faites le choix d’une politique salariale équitable et transparente pour transformer le sujet de la rémunération en une source d’épanouissement pour tous les salariés.

Que ça ne soit plus un « sujet » et que tous les salariés puissent compter sur un système juste pour se libérer l’esprit de ces questions, et se concentrer sur ce qu’ils peuvent apporter à l’équipe.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/89b8379b-f768-46d4-bafa-432e42e0e508,"['B2B', 'Saas', 'Auvergne-Rhône-Alpes', '', '', '']","['B2B', 'Saas', 'Auvergne-Rhône-Alpes', '', '', '']",,https://www.clearwage.com/,[],
Innoscape,Simplifies and accelerates the process of Business Intelligence for innovation and business development projects in the industrial B2B environment,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/c24fdbd4-8358-4ded-9071-6adb580ae342,"['Software', 'Transport / Logistique', '', '', '', '', '', '', '', '', '', '', '']","['Software', 'Transport / Logistique', '', '', '', '', '', '', '', '', '', '', '']",,,[],
DigiLence,Logiciel d'automatisation de la comptabilité basé sur le cloud | Digilence,https://upload.prd.hbd.cloud.bpifrance.fr/997b5d5d-e763-4f8e-b2cb-319c99abbc84,"['Juridique', 'Legaltech', 'B2B', 'Île-De-France', '', '']","['Juridique', 'Legaltech', 'B2B', 'Île-De-France', '', '']",,http://digilence.com/,[],
ZEPHY-SCIENCE,Nous combinons notre expertise en modélisation CFD et en développement logiciel pour vous fournir des outils innovants dans le domaine de l'évaluation des ressources éoliennes.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/e7384897-5bc4-4563-ac00-43630c374ebc,"['B2B', 'Freemium / Premium', 'Occitanie', '', '', '', '']","['B2B', 'Freemium / Premium', 'Occitanie', '', '', '', '']",,http://www.zephy-science.com/,[],
CABESTAN,"Editeur d'une plateforme SaaS dédiée au marketing relationnel, Cabestan propose une solution tout en un pour orchestrer l'expérience client.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/054ec626-690c-46b2-bdfa-87f51e2bf615,"['Île-De-France', 'Hauts-De-Seine', '']","['Île-De-France', 'Hauts-De-Seine', '']",,http://www.cabestan.com/,[],
MAGIC SOFTWARE ENTERPRISES (FRANCE),Magic Software offers centralized integration platforms that allow you to quickly connect your SaaS enterprise applications and automate business processes.,https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/8ace9840-52cd-404d-85d6-8cdc6a2402e1,"['Île-De-France', 'Hauts-De-Seine', 'Boulogne Billancourt']","['Île-De-France', 'Hauts-De-Seine', 'Boulogne Billancourt']",Boulogne Billancourt,https://www.magicsoftware.com/,[],
SPECTANTS,Spectants - Diagnostics de nouvelle génération au point de service,https://upload.prd.hbd.cloud.bpifrance.fr/0ad17fb5-97c5-4f2d-a331-3a73e8760ab6,"['Santé', 'Health Tech / Medtech', 'B2B', 'Île-De-France', '', '']","['Santé', 'Health Tech / Medtech', 'B2B', 'Île-De-France', '', '']",,http://spectants.com/,[],
Predify,"Predify permet de faire des prédictions de ventes allant d’un jour à un an. Pour réaliser nos prédictions, nous entraînons notre algorithme sur vos historiques des ventes.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/cf7bfc4e-23de-4fcb-9675-10cf9a2cb84c,"['Transport / Logistique', 'Logistique / Opérations', '', '', '', '', '']","['Transport / Logistique', 'Logistique / Opérations', '', '', '', '', '']",,,[],
Numberly,"Rendre le marketing plus pertinent, efficace et mesurable.
Nous aidons nos clients à transformer leurs dépenses marketing en investissements durables pour optimiser leurs performances: 
- CRM & Data Services
- Martech Platforms
- Digital Media
- Strategy & Insights",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/ce393921-ad21-4d22-9fc2-1b22964efc8a,"['B2B', 'Île-De-France', '', '', '', '', '', '', '', '', '']","['B2B', 'Île-De-France', '', '', '', '', '', '', '', '', '']",,https://numberly.com/fr/,[],
ONOPIA,"Depuis plusieurs années, Onopia accompagne les équipes dirigeantes dans la refonte de leur modèle économique, la création de nouvelles offres de services ainsi que la création d’expériences clients.",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/0d17cf37-389e-4697-b9e9-99f6b667689a,"['Finance', 'Finance / Administration', '', '', '', '']","['Finance', 'Finance / Administration', '', '', '', '']",,https://onopia.com/,[],
Hinlab,"At Hinlab, we create products that enable healthcare organizations to deliver high-quality, patient-centric care at a lower cost!",https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/2c89fa1e-7899-43ab-aadd-4237b74e8e5f,"['Île-De-France', 'Paris', 'Paris', '']","['Île-De-France', 'Paris', 'Paris', '']",Paris,https://hinlab.com/,[],
