nom,description,logo,Date dernier financement,Série,LinkedIn,Type d'organisme,SIREN,Activité principale,market,valeur_entreprise,mots_cles_def,Effectif_def,site_web_def,adresse_def,date_creation_def,Nom,Prenom,Poste,Montant_def
premier cap,Orientation scolaire et universitaire en ligne,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_premiercap.png,,,,,Non disponible,,,,edtech,,https://www.premiercap.fr/?utm_source=LesPepitesTech.com,"7 Rue de Creil, 60500 Chantilly",,,,,
prepapharma,"Plateforme digitale dédiée aux préparateurs en pharmacie (Emploi, Recrutement, Métier)",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logoprepapharma_transparent.png,,,,,Non disponible,,,,pharmacie,,https://www.prepapharma.fr/?utm_source=LesPepitesTech.com,Gaillac,,,,,
preply business,"Preply is an online platform that helps students find tutors from around the world and learn languages. Preply Business is a corporate language training program specially designed for teams, business or organizations, and focuses on improving employees' language and communication skills through customized 1:1 training. Preply Business allows for easy administration, analysis, and payment for businesses. The organization administrator can analyze students’ schedules, learning progress, etc. regardless of their geographical location. And students and administrators have access to a professional account management team that helps them navigate through the learning experience more effectively and efficiently.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/b7b842ff-dfa6-4f1c-8512-5ea2403d78e31,,,,,Non disponible,,,,"edtech, languagelearning, corporatetraining, onlinetutoring, education, diversity & inclusion, growth & investment",,https://preply.com/en/business-language-training,,,,,,
prescription lab,The cosmetics brand that offers the perfect balance of natural ingredients,https://storage.googleapis.com/dealroom-images-production/a6/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8yMy9kNjRjMjk3OTgzYjFjYzliNzIxNTBjZmRmMzg4ZWQxYQ==.png,,,,,Non disponible,,,,"marketing, travel",20 à 49 salariés,,"Levallois-Perret, France",2016-01-01,,,,
pressvalue,La plateforme qui connecte les entreprises et les journalistes,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_carre_pressvalue.png,,,,,Non disponible,,,,relations presse,,https://pressvalue.fr/?utm_source=LesPepitesTech.com,"9 Rue des Colonnes, Paris",,,,,
presto engineering,"Uses proprietary, highly-secure manufacturing and provisioning solution to provide ASIC design and other services",https://storage.googleapis.com/dealroom-images-production/60/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC83ZGZjMmI3ZTAwYzY2YjNmNThkOWE0OTdmY2YyNWMzNw==.png,,,,,Non disponible,,B2B,€22—33m,"deep tech, saas, semiconductors",50 à 99 salariés,,"Meyreuil, France",2006-01-01,,,,7300000.0
pretty simple,Develops and publishes games for social and mobile platforms,https://storage.googleapis.com/dealroom-images-production/a4/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS9kYTZmNWU1MmFkODFlYTQwYWY0MzI4YjhmZWIzNzNhYQ==.png,,,,,Non disponible,,B2C,€13—20m,"advertising, gaming, mobile gaming",50 à 99 salariés,,"Paris, France",,,,,3300000.0
prev & care sas,A prevention and care management platform dedicated to family caregivers,https://storage.googleapis.com/dealroom-images-production/a8/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS85Mzk2NjYxNjY2MjgzNmI2NmUwNjc1ZWFlNzBlODgxZg==.png,,,,,Non disponible,,B2B,€4—6m,"b2c, commission, health, health platform, mobile app, saas, telecom",20 à 49 salariés,,"Paris, France",,,,,1100000.0
prevision io,"AI platform enables business users, data scientists, and developers to deliver AI apps with better ROI, faster",https://storage.googleapis.com/dealroom-images-production/2c/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8wOS8xMi8zNDk0NWI5OWZmOTg1NWM3NzMwMjk4M2M4NDI1YTA5OA==.png,,,,,Non disponible,,B2B,€24—36m,"artificial intelligence, big data, commission, deep tech, enterprise software, machine learning, saas",3 à 5 salariés,,"Paris, France",,,,,7500000.0
priceminister,France's leading online retail store,https://storage.googleapis.com/dealroom-images-production/b1/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMS8xMi8yMC9mYzJmODA3ZWQ1OGRiNWIzY2FlMzQwNjhiYWI5NTMwYw==.png,,,,,Non disponible,,B2B,€200m,"b2c, home living, marketplace & ecommerce",200 à 499 salariés,,"Paris, France",2000-01-01,,,,9600000.0
pricinghub,"PricingHUB is a SaaS pricing optimization tool. Adapted to the leaders in retail and e-commerce, our innovation uses artificial intelligence to optimize the prices of a product catalog to meet each company's objectives: protecting margins, maximizing sales or boosting revenues. Price elasticity is at the heart of our solution. We enable our users to (re)place their customers at the heart of their pricing strategy! We use the data streams made available to us (sales receipts, competition, product catalogs, etc.) to feed our machine learning algorithms to optimize the prices of their product catalogs. This experimental approach enables us to scientifically measure consumer price sensitivity and the impact of price optimization by isolating contextual hazards (seasonal effect, contextual changes, etc.)., We do help retailers protect their margin by putting consumers at the center of the price optimisation","https://storage.googleapis.com/dealroom-images-production/66/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS9lM2E1M2NiMDVjNWEzMTdkYjhlNzA0MzAwZGE3ZDYxNA==.png, https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/984c734d-82a4-4d57-9456-aef91d4621431",,,,,Non disponible,,B2B,€8—12m,"artificial intelligence, 1. saas  
2. ia  
3. retail  
4. ecommerce, retail & e-commerce, data management & crm, subscription, commission, artificial intelligence, machine learning, saas, enterprise software",20 à 49 salariés,https://www.pricinghub.net/,"PARIS, Paris, France",,,,,2000000.0
prilance,"The Prilance is a service marketplace focused on freelancing, launched in 6 African countries. The platform connects people with monetizable skills with companies with diverse needs. Prilance trains freelancers in design, architecture, web/mobile development, accounting and content creation. Prilance solves the problem of trust and structuring in the digital economy, and opens up opportunities for access to African and European demand.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/a2795dcf-1d3d-44ff-89ca-0d32f478ca911,,,,,Non disponible,,,,"marketing & advertising, freelancing, marketplace, digitaleconomy, skillstraining, hr & future of work, xr & metaverse",,https://vivatechnology.com/partners/Prilance.com,DAKAR,,,,,
prima solutions,Software platform for Property and Casualty insurers,https://storage.googleapis.com/dealroom-images-production/15/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8wNC8yMS84N2JkZTBhMjQxYjdkMjhjOWU2NWY1Zjk1NGMwMThmMQ==.png,,,,,Non disponible,,B2B,€50m,"enterprise software, fintech, insurance, saas",200 à 499 salariés,,"Levallois-Perret, France",1999-01-01,,,,7200000.0
printoclock,,https://storage.googleapis.com/dealroom-images-production/73/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8xMy9jMmNhY2JlNTRlYWQ1OTdkZDI1NGFjY2IxMDkwYzQ4Mw==.png,,,,,Non disponible,,B2B,,"marketing, marketplace & ecommerce",20 à 49 salariés,,"Toulouse, France",2008-01-01,,,,
private ai,"Private AI identifies and removes sensitive info across multiple entities, languages and file types. Our solution is contextually based rather than programmatic, which means we analyze the surrounding words and sentences to identify and remove Personally Identifiable Information (PII), Payment Card Industry (PCI), Protected Health Information (PHI) and Confidential Corporate Information (CCI). Private AI also offers PrivateGPT - the privacy layer for LLMs. PrivateGPT identifies and removes sensitive info from user prompts before they’re sent to LLMs to prevent data leakage and allow organizations to empower their employees and customers.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/19b264fd-3217-41ea-a652-42681ab17aac41,,,,,Non disponible,,,,"fintech, insurance & legal, confidentialité, ia, sécurité, données, artificial intelligence, deeptech",,https://vivatechnology.com/partners/www.private-ai.com,"TORONTO, ON",,,,,
private corner,,https://storage.googleapis.com/dealroom-images-production/d1/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNy9mN2FjNTQ3MzI4MzcxYjkyOWI3OTYxNzM5OGUwNzc1ZA==.png,,,,,Non disponible,,,,fintech,20 à 49 salariés,,"Paris, France",2020-01-01,,,,
private flight,Global Industry Leaders of Intelligent Software and Processes for Private Aviation-Related Technology,https://storage.googleapis.com/dealroom-images-production/86/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8yMC80MjNmYmNjZTQ0Yjk1ZDEwYjMyNGFmMDZjMmMxNDM5Nw==.png,,,,,Non disponible,,B2B,,"subscription, transportation",20 à 49 salariés,,"Bonneuil-en-France, France",,,,,
private sport shop,Private Sport Shop - Sports Private Sales,https://storage.googleapis.com/dealroom-images-production/94/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8wMy8xMy83OGI4MTNlZTFmNDU4ZWNlNDQ0MGJmMjc1ZGY3MDhlMg==.png,,,,,Non disponible,,B2C,,"commission, marketplace & ecommerce, sports",200 à 499 salariés,,"Vendargues, France",,,,,
privatelot.com,E-commerce platform for Art and Art objects After Sales,https://storage.googleapis.com/dealroom-images-production/0b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC80NDI2MmMzMWRjNDMzN2VlZDIyMmIxMTk3NWE1YWM0MQ==.png,,,,,Non disponible,,B2B,€2—4m,"commission, home living, marketplace & ecommerce",3 à 5 salariés,,"Paris, France",2012-01-01,,,,600000.0
prixing,A developer of mobile shopping applications for iOS and Android devices,https://storage.googleapis.com/dealroom-images-production/8b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOS8wMi8yMC9jODY4NmFiNmQ1ZTNlMTVjY2JiZmIxZTRhMGU1YWJlNQ==.png,,,,,Non disponible,,B2B,€2—2m,,3 à 5 salariés,,"Aix-en-Provence, France",,,,,400000.0
proactive academy,,https://storage.googleapis.com/dealroom-images-production/af/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wNS8zMS9lODZlMGExYTdlODMxNWQ2YTk2MjY5NDBjNzdhMzU1Mg==.png,,,,,Non disponible,,,,jobs recruitment,20 à 49 salariés,,"Paris, France",,,,,
probabl.,"We believe that data science and machine learning are enablers of our modern society. Data rich processes are better informed, more efficient and ultimately lead to better decisions. This is increasingly true as we face new challenges in our society, across and between nations, but also as a species. Probabl was created with a purpose. Its mission is to develop, maintain at the state of art, sustain, and disseminate a complete suite of open source tools for data science. Our commercial activities will unfold to support the long term mission.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/f551cf34-b684-419f-9687-33afb75d88a31,,,,,Non disponible,,,,"datascience, machinelearning, opensource, technology, artificial intelligence, education, cloud & infrastructure",,https://vivatechnology.com/partners/probabl.ai,PARIS,,,,,
probeautic institut,"Probeautic institut is supplier for beauty and spa professionals, offering a complete offer of aesthetic products and materials",https://storage.googleapis.com/dealroom-images-production/d3/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS9lNGU2YzdlYzFiNDM1MjkwZGU0MjBiNzYyMmM1NmUzMQ==.png,,,,,Non disponible,,,€6—9m,"manufacturing, wellness beauty",20 à 49 salariés,,"Signes, France",,,,,1500000.0
process2wine,"Web and mobile application, exclusively designed for the production of wine",https://storage.googleapis.com/dealroom-images-production/95/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC8zNGNkZjk1YWZmNDBkNDYyNjAyNDMzMDAyNjAyYWI2Mw==.png,,,,,Non disponible,,B2C,€4—7m,"food, food logistics & delivery",20 à 49 salariés,,"Bordeaux, France",2011-01-01,,,,1100000.0
processone,ProcessOne — Leading Messaging and Push Solutions,https://storage.googleapis.com/dealroom-images-production/0c/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wNS8yNS8zNzMwNmI4ZDRkYTlmZDU3NzNiNGEwMDMyMDNhOTg4MA==.png,,,,,Non disponible,,B2B,,"iot internetofthings, mobile app, subscription, telecom",20 à 49 salariés,,"Paris, France",,,,,
prochimir s.a.s,Produces and develops Thermobonding mono and multilayer films,https://storage.googleapis.com/dealroom-images-production/c0/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8xOC9mMDA5NTllMzBiNWUyOWQ4MzIxZWNlMGNlY2M4NTFlZA==.png,,,,,Non disponible,,B2B,€15—22m,"chemical, manufacturing",20 à 49 salariés,,"Pouzauges, France",1990-01-01,,,,3700000.0
prodaft,"PRODAFT is a pioneering European company that has been redefining the threat intelligence field since 2012 by detecting and mitigating cyberattacks right from the source. By obtaining unmatched visibility into the adversarial infrastructures and mixing it with our profound expertise in the field, we empower our clients with verified and actionable intelligence. Our CTI (USTA) and risk intelligence (BLINDSPOT) platforms present a game-changing opportunity to ramp up your digital resilience with intel that matters and works for your objectives, not against them – and with no blind spots left.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/0484359e-9abe-4dc9-97f6-8cfcb1b06e1241,,,,,Non disponible,,,,"cybersecurity, cybersecurity, threatintelligence, riskmanagement, digitalresilience",,https://vivatechnology.com/partners/prodaft.com,DEN HAAG,,,,,
prodealcenter,Online agricultural parts marketplace,https://storage.googleapis.com/dealroom-images-production/87/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC84YzQ5MzRkNmM0MDQ5YWY5ZmVlMTI3NmQ1OTU2OWU3MA==.png,,,,,Non disponible,,B2B,€4—6m,"agritech, food, manufacturing, marketplace & ecommerce",20 à 49 salariés,,"Rambouillet, France",,,,,1000000.0
"prodrone co., ltd.",,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/f7ce27ba-4385-4826-bfb7-b2e7429df8841,,,,,Non disponible,,,,"artificial intelligence, 5g & connectivity, deeptech",,https://www.prodrone.com/,"NAGOYA, AICHI",,,,,
productlife group,"Trusted partner for Pharm Dev, CMC and Quality to define the best schema for Biotech to develop, register and maintain its product on the Markets from a CMC and Quality perspective",https://storage.googleapis.com/dealroom-images-production/8b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMS8xMC8xMi8yYzE4NGVjODVmN2ZlZjk5N2I2MzZkMjJiNGI5ZDU2Mw==.png,,,,,Non disponible,,B2B,,"enterprise software, saas",200 à 499 salariés,,France,1993-01-01,,,,
prodways group,Professionals 3d printers,https://storage.googleapis.com/dealroom-images-production/7d/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC81MDgzYWMwMTI0Y2RhNDI4NjBlMTU4YjdiYjk5ZTQ3Ng==.png,,,,,Non disponible,,B2B,€36m,"3d technology, deep tech, health, manufacturing, medical devices",50 à 99 salariés,,"Paris, France",2013-01-01,,,,64500000.0
prof express,Helping people with their schooling and academic studies,https://storage.googleapis.com/dealroom-images-production/74/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wNS8yNS83ZDAzNDcxMmIyMjNlZjE4NjNkYjVlNjY5ZTViYjE3ZA==.png,,,,,Non disponible,,,,"sports, transportation",20 à 49 salariés,,"Sucé-sur-Erdre, France",,,,,
profi driver,Your Professional Airport Transportation - PROFI DRIVER,https://storage.googleapis.com/dealroom-images-production/fb/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMy8yZDQwMTBlMDgxNGY0MGYyMWI0ZWQyNGM0ODM5ZDQwYw==.png,,,,,Non disponible,,B2C,,"commission, marketplace & ecommerce, travel",3 à 5 salariés,,"Paris, France",,,,,127000.0
profil public,Profil Public est une plateforme de recrutement dédiée au secteur public et spécialisée dans le marketing RH,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_72dpi_2.png,,,,,Non disponible,,,,innovation,,https://profilpublic.fr/?utm_source=LesPepitesTech.com,"9 Rue d'Alexandrie, Paris",,,,,
progress magic,"Progress Magic, developed by Fcode Labs, is a comprehensive all-in-one practice management tool designed to streamline workflows and enhance client experiences. The practice management tool streamlines appointment scheduling, billing management, and client communication, allowing therapists and coaches to focus on what matters most: delivering exceptional care.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/114bad28-8343-44b8-bbcb-18f9a6db4c3f1,,,,,Non disponible,,,,"b2b services, artificial intelligence, software, automation, therapy, coaching, healthcare & wellness",,https://www.progressmagic.com/,SINGAPORE,,,,,
projectiv,A revenue management software for cinemas,https://storage.googleapis.com/dealroom-images-production/c0/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS9hZmMzYjdjMmZkZDhlZDIyMGQ1MGNmNzE0MDQyZmRmMQ==.png,,,,,Non disponible,,B2B,,"commission, event tech, media, saas",1 ou 2 salariés,,"Paris, France",,,,,
prototypage3d,Plateforme d'impression 3D en ligne professionnelle,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/prototypage3d_logo_250x250.png,,,,,Non disponible,,,,services dimpression 3d,,https://www.prototypage3d.com/?utm_source=LesPepitesTech.com,"26bis rue du moulin, 78420 Carrieres sur Seine",,,,,
pruna ai,"Leaders in Efficient & Reliable ML Optimization tools for ML models: cheaper, faster, smaller & greener. Automatic compression of ML models for inference: combining quantization, pruning, compilation and more.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/55943f3e-3e1f-425e-a2b7-dfcd6e817f511,,,,,Non disponible,,,,"mloptimization, quantization, pruning, greentech, artificial intelligence, cloud & infrastructure, robotics",,https://pruna.ai/,MUNICH & PARIS,,,,,
psa group,Manufacturer of automobiles and motorcycles,https://storage.googleapis.com/dealroom-images-production/82/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMS8xMi8yMS9kMTFkYmMyMWFjNTNiNmViOGI4NDkyYjRhMmNjMTYwMA==.png,,,,,Non disponible,,B2B,,"automotive, b2c, manufacturing, subscription, vehicle production",5000 salariés ou plus,,"Paris, France",1976-01-01,,,,
publicis groupe,"Publicis Groupe is a global leader in communication, positioned at every step of the value chain, from consulting to execution, combining marketing transformation and digital business transformation, through a powerful alchemy of creativity and technology",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/303dfff5-4ddc-4047-8849-e69514c2144a1,,,,,Non disponible,,,,"gaming & esports, artificial intelligence, diversity & inclusion, communication, marketing, digital, creativity",,https://france.publicisgroupe.com/a-propos/,,,,,,
"pudu robotics co., ltd （普渡科技）","Pudu Robotics, a global leader in the service robotics sector, is dedicated to enhancing human productivity and living standards through innovative robot technology. With a focus on R&D, manufacturing, and sales of service robots, Pudu Robotics holds nearly a thousand authorized patents worldwide, encompassing a wide range of core technologies. The company's robots have been widely adopted in various industries, including dining, retail, hospitality, healthcare, entertainment, education and manufacturing. To date, Pudu Robotics has successfully shipped over 70,000 units to a variety of markets, with a presence in more than 60 countries and regions worldwide.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/3f4bcce1-d86b-4860-bfab-ed8c33502b0241,,,,,Non disponible,,,,"robotics, innovation, automation, serviceindustry, artificial intelligence, deeptech, robotics",,https://vivatechnology.com/partners/www.pudurobotics.com,SHENZHEN,,,,,
puffy's,Healthy and gourmet products based on skyr,https://storage.googleapis.com/dealroom-images-production/d8/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS9jYWI1YmZlYTJhZGVhYzIyNWE5NmRjMTAyNmFmY2JjYg==.png,,,,,Non disponible,,B2B,€2—3m,"commission, food, in-store retail & restaurant tech, manufacturing",3 à 5 salariés,,"Lyon, France",2017-01-01,,,,500000.0
pulpoar inc,"Pulpo AR redefines beauty shopping experiences through cutting-edge AI technologies. Pulpo AR offers virtual makeup trials, personalized skin diagnostics, and seamless shade matching across social media, e-commerce platforms, and more. From AR Virtual Makeup Try On to AI Shade Finder, our lineup transforms beauty exploration. With an exclusive partnership with Google, Pulpo AR pioneers immersive online shopping, reaching customers in over 10 countries including US, France and Brazil, with esteemed partners like Sephora and Yves Rocher.”",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/8cc3449a-6565-497a-b3b6-95cae64484b01,,,,,Non disponible,,,,"beauté, ia, réalitéaugmentée, ecommerce, marketing & advertising, artificial intelligence, luxury, fashion & cosmetics",,https://pulpoar.com/,NEW YORK,,,,,
puls impact,Borne d’arcade solidaire pour les entreprises et professionnels.,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/arcade_for_good_-_borne_arcade_logo.png,,,,,Non disponible,,,,jeux vidéo,,https://arcade-for-good.com/concept/pour-professionnel/?utm_source=LesPepitesTech.com,"33 Rue de la République, Lyon",,,,,
pulse services,Allows patients to protect themselves and others by bypassing overcrowded hospitals and long queue,https://storage.googleapis.com/dealroom-images-production/76/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC85ODQ3NzE1OGQzMDExODhlYmFjNTUyMWVjM2NjYmRlOQ==.png,,,,,Non disponible,,B2C,,"commission, health, health platform, saas",20 à 49 salariés,,"Clisson, France",,,,,
pulsenest,Une plateforme IA qui permet de générer des rapports médicaux complets,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/pulsenest_0.png,,,,,Non disponible,,,,healthtech,,https://aguatic.io/?utm_source=LesPepitesTech.com,58 Rue de Monceau,,,,,
pulsesight therapeutics,Platforms for long acting non-viral gene therapy for ocular diseases,https://storage.googleapis.com/dealroom-images-production/50/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8wOS8yMy85ZGYzY2MxNDQ5MzM0ZWNmY2Y2NTBjYjZiYjk2MGZhNQ==.png,,,,,Non disponible,,B2B,€136m,"biotechnology, commission, health, manufacturing",3 à 5 salariés,,"Paris, France",2008-01-01,,,,47200000.0
pur etc,Fast restaurant with healthier options,https://storage.googleapis.com/dealroom-images-production/60/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC8wNzhlOGJjNDQ4OWU0MDdiMzIxMzdjYTE3ODUwMTlmMQ==.png,,,,,Non disponible,,B2C,€1—2m,"commission, food, innovative food, marketplace & ecommerce",20 à 49 salariés,,"Strasbourg, France",2010-01-01,,,,1500000.0
pure data source,,https://storage.googleapis.com/dealroom-images-production/b3/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS81YmU5MDc3MmE0NWZiNWMxYWFhMGIwNzc4ZjMzNDU1OQ==.png,,,,,Non disponible,,B2B,,"artificial intelligence, big data, computer vision, health",3 à 5 salariés,,"Paris, France",2019-01-01,,,,
pwn & patch,"Our threat intel solution 'Oktoboot', monitors a vast array of sources, including the deep and dark web, and provides continuous updates on the latest breaches and vulnerabilities that could potentially impact our clients' systems. By combining this intelligence with our advanced analytics and machine learning algorithms, we are able to provide our clients with a comprehensive and up-to-date view of the cyber threat landscape and a full vision about their attack surface.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/cafcc543-13d1-4015-b966-0f597d2a89ef1,,,,,Non disponible,,,,"cybersecurity, threatintelligence, machinelearning, darkweb, govtech & public sector, cybersecurity, growth & investment",,https://vivatechnology.com/partners/www.oktoboot.io,VINCENNES,,,,,
pwn global,Dynamic fast-growing offline and online networking and leadership development platform for professional women,https://storage.googleapis.com/dealroom-images-production/33/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wNS8zMS8yNGY4MmEwMjcxYzJkNGVkZDcxYjdiODE4MGQ1YjU0Yw==.png,,,,,Non disponible,,B2B,,health,20 à 49 salariés,,"Paris, France",2005-01-01,,,,
pyannote ai,"Built on over a decade of research, pyannote AI offers state-of-the-art solutions for voice AI. Our mission? Empowering tech teams across the globe to make the most of conversational speech with state of the art speaker diarization. Introducing our flagship diarization model, setting a new industry standard. Accessible via on-premise deployment or a seamless API, it's a game-changer.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/57ecd633-a04b-495e-8b5b-7259f3f104c81,,,,,Non disponible,,,,"artificial intelligence, deeptech, ia, voicetech, diarization, api",,https://vivatechnology.com/partners/www.pyannote.ai,AUZEVILLE TOLOSANE,,,,,
pyt audio,PYT Audio est une société spécialisée dans le traitement acoustique.,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_pyt_audio_grand.jpg,,,,,Non disponible,,,,construction durable,,https://www.pytaudio.com/?utm_source=LesPepitesTech.com,"Les Zais, Mortagne-sur-Sèvre",,,,,
